Join_ID,FIPS,Point Coun
1166,22103,218.0
1167,22105,95.0
1168,22107,5.0
1169,22109,62.0
1170,22111,12.0
1171,22113,36.0
1172,22115,25.0
1173,22117,41.0
1174,22119,26.0
1175,22121,14.0
1176,22123,11.0
1177,22125,6.0
1178,22127,9.0
1179,23001,74.0
1180,23003,62.0
1181,23005,163.0
1182,23007,11.0
1183,23009,34.0
1184,23011,60.0
1185,23013,24.0
1186,23015,14.0
1187,23017,20.0
1188,23019,85.0
1189,23021,11.0
1190,23023,12.0
1191,23025,18.0
1192,23027,15.0
1193,23029,20.0
1194,23031,76.0
1195,24001,39.0
1196,24003,261.0
1197,24005,437.0
1198,24009,39.0
1199,24011,15.0
1200,24013,76.0
1201,24015,27.0
1202,24017,57.0
1203,24019,26.0
1204,24021,114.0
1205,24023,14.0
1206,24025,107.0
1207,24027,177.0
1208,24029,11.0
1209,24031,499.0
1210,24033,383.0
1211,24035,25.0
1212,24037,42.0
1213,24039,14.0
1214,24041,47.0
1215,24043,81.0
1216,24045,77.0
1217,24047,47.0
1218,24510,425.0
1219,25001,105.0
1220,25003,55.0
1221,25005,238.0
1222,25007,7.0
1223,25009,292.0
1224,25011,28.0
1225,25013,210.0
1226,25015,102.0
1227,25017,594.0
1228,25019,8.0
1229,25021,279.0
1230,25023,169.0
1231,25025,459.0
1232,25027,326.0
1233,26001,6.0
1234,26003,3.0
1235,26005,42.0
1236,26007,16.0
1237,26009,13.0
1238,26011,12.0
1239,26013,5.0
1240,26015,20.0
1241,26017,54.0
1242,26019,8.0
1243,26021,78.0
1244,26023,25.0
1245,26025,102.0
1246,26027,21.0
1247,26029,19.0
1248,26031,15.0
1249,26033,27.0
1250,26035,13.0
1251,26037,22.0
1252,26039,10.0
1253,26041,22.0
1254,26043,19.0
1255,26045,46.0
1256,26047,27.0
1257,26049,233.0
1258,26051,13.0
1259,26053,11.0
1260,26055,70.0
1261,26057,19.0
1262,26059,15.0
1263,26061,23.0
1264,26063,24.0
1265,26065,161.0
1266,26067,22.0
1267,26069,35.0
1268,26071,13.0
1269,26073,31.0
1270,26075,78.0
1271,26077,229.0
1272,26079,6.0
1273,26081,287.0
1274,26083,
1275,26085,3.0
1276,26087,28.0
1277,26089,12.0
1278,26091,52.0
1279,26093,80.0
1280,26095,6.0
1281,26097,8.0
1282,26099,557.0
1283,26101,15.0
1284,26103,48.0
1285,26105,12.0
1286,26107,13.0
1287,26109,10.0
1288,26111,34.0
1289,26113,6.0
1290,26115,61.0
1291,26117,26.0
1292,26119,7.0
1293,26121,82.0
1294,26123,22.0
1295,26125,913.0
1296,26127,9.0
1297,26129,19.0
1298,26131,5.0
1299,26133,13.0
1300,26135,6.0
1301,26137,18.0
1302,26139,77.0
1303,26141,8.0
1304,26143,15.0
1305,26145,147.0
1306,26147,69.0
1307,26149,42.0
1308,26151,27.0
1309,26153,6.0
